nomor;mxid_cmp_d3d1;lq45_cmp_d3d1;hsce_cmp_d3d1;usd_cmp_d3d1;mxidlarge_cmp_d3d1;mxidfin_cmp_d3d1;klse_cmp_d3d1;masiaem_cmp_d3d1;mxidscl_cmp_d3d1;mxapj_cmp_d3d1;kospi_cmp_d3d1;mxidmid_cmp_d3d1;yenidr_cmp_d3d1;set_cmp_d3d1;djia_cmp_d3d1;mxasj_cmp_d3d1;gbpidr_cmp_d3d1;as51_cmp_d3d1;mxap_cmp_d3d1;mxwd_cmp_d3d1;sp500_cmp_d3d1;hsi_cmp_d3d1;twse_cmp_d3d1;smi_cmp_d3d1;as30_cmp_d3d1;cac40_cmp_d3d1;msciw_cmp_d3d1;ftse_cmp_d3d1;nikkei225_cmp_d3d1;msciem_cmp_d3d1;ibex_cmp_d3d1;omx_cmp_d3d1;stoxx_cmp_d3d1;nasdaq_cmp_d3d1;topix_cmp_d3d1;dax_cmp_d3d1;pcomp_cmp_d3d1;nifty_cmp_d3d1;euro_cmp_d3d1;sensex_cmp_d3d1;yen_cmp_d3d1;dxy_cmp_d3d1;xaud_cmp_d3d1;pounds_cmp_d3d1;wti_cmp_d3d1;szcomp_cmp_d3d1;brent_cmp_d3d1;cpo_cmp_d3d1;shcomp_cmp_d3d1;Tekanan
152;-2.181744416;-1.686915047;4.68980776;0.213915649;-1.78247334;-0.76945241;1.658319577;1.731086469;-0.644453284;1.323562215;0.035755584;-1.642360892;2.017865167;-0.702026581;-0.197708657;1.090885038;-0.749640107;0.77508955;0.351639012;-0.012302049;0.394280319;-0.088173555;4.268612957;0.02348181;0.626047473;-0.634175006;0.091504866;0.893516643;-0.142690724;0.239226429;-1.148163208;2.33268825;-0.399240432;2.079030753;-0.830462506;-1.057584579;2.261814243;-0.024625775;0.895353003;-0.140439566;-0.487683911;0.408450913;0.5857546;1.04710611;0.998191081;0.326369144;-5.285684337;1.437331093;0.720565691;0
153;-0.115141598;-0.383115668;-0.25890616;-1.137080157;-0.422611734;-0.115641946;-0.13929434;-0.585358024;0.456583676;-0.33308141;-3.797464937;1.259890872;-1.202701236;-4.636020956;0.720317708;-0.51374088;-1.409553637;0.242798402;-1.033216199;-0.142379116;1.379184924;-1.199781387;3.179692458;-0.419014688;0.013674205;-1.735026578;-0.031411591;-0.030368863;-1.963500369;-0.961965312;-2.280019938;1.006356394;-1.058427842;2.289498745;-1.378434943;-1.556282795;1.172807468;1.294825881;1.648638269;1.771271138;0.147218682;1.013886811;-0.557464669;0.848079524;2.011822954;0.845795698;-5.932613255;-0.978589979;1.071814009;1
154;1.289067604;0.806155436;-1.84757958;-2.651181421;0.113571056;1.22973495;-1.356436379;0.150272368;1.110704418;0.302062572;1.474909827;2.016970563;-2.225040441;-0.841606043;0.845814807;0.630474987;-3.140997229;0.385062678;0.562432975;-0.004488984;0.345611294;1.184490131;-0.64448216;0.707554381;0.312516127;-1.313495107;0.059263096;0.615243942;0.997729612;0.03769774;-1.064104296;1.771263645;-0.35417339;0.722887421;0.556427193;0.171425968;-0.605970999;1.678717167;1.130085347;2.653793709;-0.026469802;0.642443358;-0.891221693;0.585392751;-2.55999688;-0.897153386;-1.694768592;0.663782291;-0.664000101;1
155;1.058725188;1.628625868;-4.275439366;2.050542821;2.696953977;1.177117;-0.015299436;-0.953295445;1.112196578;-1.009060184;-0.379272611;1.681319012;-0.660962973;-1.20796931;0.57349104;-0.887304377;1.024939307;0.785887414;1.859062816;0.087963218;0.532838866;-0.485081736;0.00944747;1.189564011;0.779931566;-0.93858925;0.369933054;0.514412471;2.421556577;-0.171412253;-2.5975239;0.839164363;-0.131147058;1.345410449;1.6047073;0.48607663;-0.153056679;1.03046701;-0.027841795;0.664398311;-1.737167519;0.049958327;-1.458175319;-0.086214489;-1.309256593;-2.635692201;0.184921083;2.146663057;-2.318655532;0
156;-4.148576725;-3.732891151;-2.522677125;3.637118832;-2.984962771;-3.001752706;-0.566695916;-1.840019805;-3.131862453;-1.730942091;-2.7828941;-4.248120618;5.174211316;-2.792816757;0.360549022;-1.822530473;3.000071978;0.532565257;0.971808508;0.624901116;0.723857787;-1.393462665;-0.194811766;0.519469492;0.62609304;-0.7049246;0.460563904;-0.597188451;1.289017731;-0.672269775;-2.062910426;-1.179185526;-0.750049453;2.50388615;1.013493741;-0.346312637;-0.410021651;0.458163119;-0.537163819;-0.085340882;-1.369192491;-0.369097448;-0.279584906;0.133565867;1.23915942;-0.422843224;1.492185979;-1.638678537;-0.148580056;0
157;-3.502288781;-3.605262278;1.86092268;-0.671097352;-4.01227979;-1.729326056;-1.323401249;-0.437714875;-2.898430209;-0.73517303;1.38500456;-3.384029431;3.695282496;-0.550669019;0.467608434;-0.767091134;-1.209702624;0.081620272;1.164874117;0.598828295;0.004345892;-1.043372063;-0.044097296;-0.736837535;0.1646981;1.44492689;0.526343882;-0.053820599;2.904988767;-0.162508982;0.293806649;0.004242863;0.273031488;0.648333553;2.100811999;1.007175018;0.061037169;-0.343767177;-0.015764745;-0.718500547;-0.080871221;-0.030545836;1.177270735;1.154447919;-0.143798365;1.474918525;-0.868768781;-2.444774195;1.469193495;0
158;-0.196558833;-0.483863865;1.710860404;-2.274414728;-0.437541696;2.01376208;-0.667943068;-0.545611706;0.438255477;-0.777129109;1.823697969;-0.724880037;-1.684943166;-0.599011501;0.68866941;-0.601665208;-2.482113321;-0.391621938;1.670837061;0.660808571;0.250362041;-2.482433488;-3.198663324;-0.101349864;-0.268719611;2.333725208;0.677541013;0.006007753;2.99658129;-0.289130088;1.917628436;0.6876791;1.566334582;0.468544894;2.029889991;1.564044168;0.927610443;-1.222374022;0.22034882;-1.363036553;-0.117981465;0.422260933;0.386239235;0.783575825;3.963719299;1.408827598;0.079476457;-0.781239878;1.372081295;0
159;-3.704892454;-4.100299991;0.38082459;0.958958734;-3.415853215;-1.256754146;-0.17849877;-0.594191882;-2.554115119;-0.361137712;0.182871128;-5.07071366;0.818589421;0.863240929;0.221510204;-0.570966022;0.404352323;0.110394902;0.760639054;-0.072651177;0.303299678;-0.027830036;-2.603932635;-0.699054648;0.068248378;0.538561304;-0.025614971;0.33539103;1.39639088;-0.123643289;0.244056326;-0.528057113;0.278572596;0.882958749;0.664555179;-0.174869651;1.413259114;-0.95216777;1.19087101;-0.369324448;-0.800355637;0.711580354;-0.291773756;0.886270471;2.074260827;1.022114465;3.148018803;-1.046167427;0.812060623;0
160;-2.840935177;-2.692995471;-0.863467695;1.552036024;-3.016691709;-1.521893748;0.089531217;-1.500120142;-2.194075652;-1.086180645;-1.704760663;-3.670898378;1.668251948;1.243764903;-1.227996941;-1.048991192;0.209221792;-0.240816838;-1.468106563;-0.804672085;-0.840393491;0.474270012;-3.900099119;-1.526374169;-0.243284039;0.263272004;-0.889063244;0.106605625;-1.690921045;-0.391545151;-0.295913876;-0.411758183;-0.722823716;0.844240259;-1.617769695;-2.169553793;1.210166488;0.473852808;0.695745837;0.538983349;-0.01155455;0.469378771;-0.076336604;0.714580783;1.323190424;-0.753580997;-0.108079964;0.494746951;-1.174863423;0
161;-0.915491829;-1.354287915;-2.488087846;-1.048626078;-1.708009894;0.123415806;0.146874513;-2.443991102;0.069237725;-1.839333404;-5.714189473;-1.656344204;-0.82352633;-0.335001097;-0.014239991;-1.773845541;-1.677988269;-2.194327672;-2.221308989;-0.270324959;0.533049179;-0.827797919;-2.699759447;-0.371703887;-1.901607482;-0.267937215;-0.140273534;1.216423234;-1.586543236;-0.740308682;0.370736923;1.878821246;-0.203294014;3.010244563;-1.862150447;-1.047374459;1.450122879;1.884037617;0.452429598;1.581309937;0.557395098;0.367684808;1.613800633;0.589481956;1.285599021;-3.987117762;1.091151301;-0.097031109;-4.050122329;0
162;1.148967418;-0.049825598;0.271188894;-1.188608108;0.202483054;0.997488517;-3.657779388;-1.802148482;0.469361118;-0.664514801;-3.587056293;1.198849782;-0.649178091;0.229292041;1.405976691;-0.692874015;-0.619332855;-0.746789252;0.124507501;1.251525397;1.221442132;1.344676977;-1.593618817;0.058385103;-0.683218903;2.892579726;1.492140651;2.726045839;-0.85244072;-0.001285719;2.874868378;3.037558357;2.744250421;3.164950042;-0.853407293;2.244105864;0.353220566;-0.05079742;-0.558058957;-0.036212333;-0.331120328;-0.577877509;1.015625737;-0.415747104;0.037389756;-3.637224143;-0.531789366;0.617848885;-3.584278529;0
163;3.044075155;2.640481631;3.755834798;-0.645592401;2.029220739;0.243239285;0.064413483;0.271380806;1.071405803;1.261062965;-1.144999074;4.305098991;0.712695978;0.347503529;0.139792262;1.280362416;-0.014922372;1.452575562;0.843373299;1.47574832;-0.086840773;3.758727268;2.319321772;-0.31913326;1.457741057;4.511383016;1.368589334;1.940641882;-0.976051404;1.080162782;3.514023901;2.877980901;4.246079804;0.124033433;-0.592782008;3.208261631;-0.323335592;2.364169295;-1.269762335;2.760226743;-0.760920883;-1.031505245;-0.227641478;-0.688119826;0.09992459;-0.087202497;3.606945199;-0.050305497;-0.643881727;1
164;2.127191532;2.624151527;0.081011115;0.866648265;2.383815038;-0.628325908;-1.980866996;0.964450904;0.974416146;0.629310763;-1.837185638;1.462172077;1.651455641;-0.877375991;0.156469504;0.976604444;0.120593366;0.484606879;-1.036608152;-0.888350745;-0.957185132;1.421265052;4.928305994;-0.717589817;0.391451043;0.57254908;-1.117474784;-0.652537401;-1.750153156;0.622073914;0.040094841;0.931957135;0.643723665;-2.084652322;-1.067764804;0.763331149;0.88509866;0.058456449;0.979948698;-0.017583398;-0.120874299;0.899288911;-0.465586231;0.766017297;1.255287203;-1.171737324;3.538761565;1.719650563;-1.854395546;1
165;0.184100734;0.430740683;-2.232716774;0.958651785;0.170377798;-0.775654358;0.857143904;-0.742914194;-0.24118318;-1.276334725;-0.641594566;-1.244292729;0.854000955;-2.171305297;-0.006438869;-0.925733967;0.259082877;-0.805505285;-2.13583973;-2.280996745;0.04598536;-0.784863314;-2.538365266;-0.848895814;-0.794698102;-1.851897895;-2.592629589;-1.472184257;-1.72797647;-0.832376084;-0.012707811;-1.185473069;-1.689736912;0.008889259;-1.176270519;-1.414547839;-0.413481863;0.517348436;3.281642384;0.182219435;-0.145494623;2.339875125;-0.972267994;1.519355164;-0.000836638;-3.811431239;4.378172276;0.31472896;-4.299281097;1
166;-1.389637169;-1.710019663;-1.883377681;0.704305098;-2.107839619;-0.834502242;-1.087778641;-2.564730271;0.273190357;-2.473727056;-3.44309477;-2.186605864;0.720685483;-3.319613901;0.139162268;-2.360670958;-0.440814255;-1.263004368;-1.033849992;-1.177066092;-0.432879725;-0.90328364;-4.562700062;-0.334376311;-1.30719788;-0.391660546;-1.068689616;-0.86304677;-0.956456767;-1.523869036;0.930877589;-0.934384368;-0.003890467;-1.00817537;-0.412350563;-0.33353118;-1.438918889;0.911913064;2.179973889;0.710143456;-0.669926387;1.295103259;-0.66818804;1.150580984;4.573596699;-0.536873409;4.740777091;-2.732069967;-0.734685738;1
167;-1.074879983;-1.531769925;-2.519157758;0.098021533;-1.708171774;0.017607149;-1.290295518;-2.349985885;0.71439525;-1.952877292;-3.275478895;-0.551600336;-0.209775883;-1.825513652;-0.714841456;-2.069719763;-1.645097671;0.097271842;-0.040839952;-0.819721968;0.029361227;-1.826510644;-3.128530569;-0.438509005;-0.091629444;-1.284570827;-0.814733869;-1.529404486;0.675937997;-1.281964484;-1.125160029;-2.317170448;-1.28288742;-0.98527306;1.725448201;-1.004850522;-0.335385317;1.099175452;0.317604652;1.404594936;0.391176359;0.193801133;-0.481885939;1.381716623;-3.667379268;1.665259866;-4.335519807;-1.508695187;1.847897914;0
168;-2.760975038;-2.306193967;-5.540833692;1.266972766;-3.009136697;-2.990085764;-2.108256123;-1.308407974;-3.967319978;-1.003610062;-0.000719008;-1.3694867;0.394990421;-2.642734122;-0.507190648;-1.42644627;-0.129681107;-0.28852188;-1.407630447;-1.555793276;-0.798031132;-2.408500625;-1.142877846;-0.461382729;-0.493392256;-2.348769419;-1.539057466;-1.621920313;-1.117657349;-1.409042358;-0.298216552;-3.15363719;-1.74440932;-5.052768916;-0.551785663;-2.235737974;-1.352558793;1.05795531;1.744684139;1.539453932;0.835114116;1.578538307;-0.216546417;2.63507813;-0.794632731;0.986757529;-2.764894265;-0.626949511;1.03211828;1
169;-5.565178435;-5.035748258;-7.35315636;3.096476508;-4.226731935;-6.65367241;-1.313808243;-0.909630308;-5.737603108;-1.302235586;-0.101816959;-4.014492968;2.421798705;-2.991505503;0.073952188;-1.921494218;2.182460355;0.165146523;-2.620770192;-1.260708169;-0.951905905;-3.745763642;-0.098687908;-0.604274471;-0.214187804;-0.109683263;-1.395179092;-0.616849229;-2.815740103;-2.106274906;1.884518077;-0.535215211;-0.117229679;-3.077465734;-2.565834303;-1.761298431;-1.879929739;1.194332705;0.385220648;2.059618914;0.72865446;0.699797072;-0.056035199;0.621191794;1.892373932;1.482070452;-0.847881645;-0.329514061;1.103513337;0
170;-5.089340013;-5.428387407;-0.070187294;3.85417445;-3.992579639;-5.013984657;2.393964521;-0.161612462;-3.980083481;-0.332144338;0.098411872;-4.280958324;1.068379531;0.084993554;-0.11713707;-0.947168277;3.320033622;1.151721366;-0.693171505;-0.738402831;-0.360027281;-0.106137879;0.889308683;-0.739582211;0.897743077;-1.591891771;-0.6987519;-1.628785538;0.339592488;-0.573827455;-0.263352871;-1.211022527;-1.542946639;-0.089003805;0.305450218;-2.922820353;-0.926532539;-0.029589601;-0.133191438;0.063674489;1.041723367;-0.064443457;-0.205183657;-0.546454874;-3.762126824;1.402931818;-6.160865779;-2.276269684;0.89595558;1
171;-10.88590949;-11.07922387;-3.623126071;1.041258442;-10.87740806;-10.11168176;1.443853442;-7.619217148;-7.737598305;-6.097900044;-0.091951349;-11.87027845;0.609862662;-0.442816909;-3.802946764;-6.87781225;0.736021245;-1.403401905;-1.461897771;-2.29127923;-2.436980592;-6.306438687;-0.045761283;-1.152379057;-1.484541801;-2.662966915;-2.048173105;-2.352811842;0.149990462;-4.990278663;-1.162892922;-2.051264391;-1.762977667;-3.221823742;0.600702656;-3.406201799;-3.699296359;-7.715807496;1.37512651;-8.266904189;0.108600715;0.764677511;-0.554792523;0.091007265;7.668458334;-1.459610447;6.214218868;-5.706197589;-1.649125638;0
172;-3.234500276;-4.29969524;0.013906011;-1.873492619;-4.460287093;-3.287348836;-0.552176923;-8.525823371;-2.990670298;-6.703024708;-0.126504908;-6.73103182;-1.112639147;-1.116519041;-3.603436607;-7.22743518;-2.205641278;-3.041272207;-1.686039001;-1.679146629;-1.694916991;-0.137172756;-8.882117667;-2.089403707;-3.028324008;-0.693777719;-1.498059804;-1.003341665;-0.327888193;-5.827785228;-1.310276172;0.17567992;-0.698212437;-0.608178512;0.450230911;-0.938241965;-4.3100149;-9.643771266;1.051655034;-9.345024483;-0.021625307;0.765932493;-0.169725059;0.098841562;7.965710324;-4.208800672;6.591088771;-3.906012379;-4.323216256;0
173;4.162400232;3.097428514;-0.719273272;0.578795688;2.198531737;4.581652353;1.254697411;1.182306107;2.262790298;0.539621383;4.931647814;2.762320607;1.599863654;-1.620856034;-1.112644346;1.012209558;1.251798006;-0.733876424;1.737098719;-0.074320134;0.384514652;0.75456064;-0.444627851;-1.467197286;-0.503416013;-1.894790233;0.013997568;-2.052217851;2.49531625;0.645909285;-2.548505432;-0.179203257;-1.50805323;4.761068403;2.797200646;-1.852283104;-0.448451806;-0.859046055;0.460318896;-0.891108893;-0.264327905;0.132457223;-0.886287403;-0.213084115;0.955561602;-1.386005573;-2.087564355;-0.165487001;-1.278715;0
174;-2.19462686;-2.434910032;-3.834689471;0.991048765;-3.104060938;-1.886491584;0.665304534;1.313645353;-1.641237459;-0.314431458;4.506883151;-1.5421948;2.308093819;-1.395626545;-0.383962704;-0.371648444;2.378586612;0.488578949;1.111999344;-1.096478628;-0.749559004;-3.256769056;2.852878407;-0.049844096;0.476202786;-4.252277546;-1.121379306;-3.085884486;1.122462499;-0.013275612;-2.435082898;-3.638122348;-3.631587474;-1.080017272;1.472546712;-3.700699879;-0.083992179;0.97310622;-1.053513357;-0.075065178;-0.271419683;-0.739289898;-0.554508889;-1.886733503;-6.82321328;0.085869372;-2.749536587;-0.752896673;0.283856889;0
175;-3.153341209;-3.533259876;-7.639861993;-0.224574342;-2.196069893;-2.328723871;-1.296437077;-6.762619933;-2.664871144;-4.708959966;-8.809557306;-4.183219037;-1.961078318;-2.758789751;1.458153336;-6.306648249;3.243321199;-2.206337457;-4.500634916;-0.150472059;-0.269742842;-6.718982237;-3.913772547;1.822687935;-2.129277934;-2.364391967;0.02626075;-1.219520121;-3.840294797;-3.676626193;1.192135211;-2.694591335;-2.117011922;-2.580726976;-3.446805698;-0.370822738;-1.015416754;-5.74054555;-3.006355622;-6.890408403;1.305334826;-2.216068243;1.033922342;-3.039664931;-12.01175505;-1.750860037;-7.477387878;-0.498274546;-1.600761779;0
176;-1.351191267;-1.125783365;-0.46215988;1.013021592;-1.491677436;-1.263129769;-1.483026473;-2.019236143;-2.018381632;-0.772952491;-1.909952354;-2.660561641;0.388753367;-0.931909524;0.289693086;-1.071277649;2.850546027;-1.168265703;-1.92194732;0.372121511;-0.634408185;1.928919289;-3.495717728;2.044857849;-1.208867244;1.343165521;0.224759192;1.066994493;-1.836468605;-0.397800329;3.326836916;1.473089205;0.930298655;-2.209846983;-2.184349138;1.484918533;-0.066465932;-2.735389977;-1.686086373;-2.079947132;1.24624229;-1.213937777;1.402051309;-1.040907797;-7.111855702;-1.846876156;-7.698439036;-0.276308257;-1.540107683;0
177;1.850696135;2.360113569;6.507783112;0.153420114;1.92903167;0.154230465;-0.398145558;4.109059362;-0.103546108;3.156251306;6.156773749;1.695719716;1.282038144;2.845094481;-2.01589525;3.501387411;-0.228910089;1.638035103;1.40830797;-0.712915906;-1.595605813;4.555744379;2.139758921;-0.133101946;1.680261474;0.503589986;-0.720371929;0.014948709;0.600530688;2.307312576;-0.615509022;-0.43873127;-0.238072213;-2.994016809;0.411700812;0.329888115;0.474202511;0.183177704;-0.760354191;1.303714607;-0.325381371;-0.544319126;0.79834109;-0.585438255;-3.566728511;-0.337855874;-2.656705408;-0.404267646;-0.111185054;1
178;0.280205704;0.98703333;2.200347611;0.338239055;0.969943227;-0.239746553;-0.988175344;0.609204433;-0.867775768;0.656890732;2.52860046;-1.385494914;0.174247693;1.810339192;-1.619398362;0.316357386;0.959195036;1.318096717;-1.679435047;-0.88355466;-0.811150323;0.075858489;0.587550219;-0.756888276;1.215387974;-0.270159795;-0.838364746;0.214514351;-2.213552992;-0.341362927;-1.764018042;-2.440553552;-0.681946351;-2.287486632;-1.879027741;0.394036856;1.117452857;-0.065478194;-0.942681571;-0.155252765;-0.354595357;-0.684785452;1.508240785;-0.796912945;-0.230262961;2.104554168;1.117437031;-0.487932091;2.049410433;1
179;1.415506678;1.405899435;-0.441299011;0.756883308;0.994162418;0.945751293;-2.045298898;-0.796542222;0.149006398;0.285589361;3.12428854;1.637533299;-0.055180465;-0.940069145;1.916994422;-0.110884579;1.437846698;1.640249445;-1.199926666;0.934159211;2.165392537;0.77235879;-2.806243118;-0.51202959;1.461458898;0.332332291;1.048922511;0.771165001;-1.895297577;-0.022108093;0.522229022;-2.163034929;-0.184510319;2.364287229;-2.394047983;0.971522983;1.069367237;-0.189885122;0.522596539;-0.639396013;0.017512997;0.184606743;0.278616304;0.141538251;-3.699218606;0.095011951;-3.735573458;-2.141695962;-0.111681169;0
180;2.914513101;2.624078559;2.699007729;-1.2023452;2.206373468;2.314091205;-2.002595503;-0.994806432;1.564712771;-0.027388047;2.433800854;5.47563972;-1.718488223;-2.971822282;0.328378821;0.078053443;0.354719769;1.333809051;1.184625021;0.681480509;0.715745536;1.31009865;-4.34758038;-2.887095457;1.144404192;-0.90451554;0.571502178;0.417307046;0.581211321;-0.05372991;-0.016342966;-1.97604088;-0.825797369;0.413775183;1.723853396;-0.197923973;-0.416446038;-1.580109175;-0.027552835;-1.82965766;0.695877782;0.009852966;-1.680147722;-0.947876967;-1.785388883;-0.117249645;-2.25856174;-0.372631357;-0.317787824;0
181;4.287036182;4.537716148;-0.165890981;-0.664688696;1.691188968;2.352671262;-2.339088636;-2.852775812;1.659435723;-0.938140847;-2.766948739;4.094498535;-1.658529004;-1.130745132;-1.16016458;-1.309577896;-0.445002661;0.219392937;1.425622006;-0.520459472;-1.649284249;-0.12473757;-8.205468624;-0.629590877;0.509558821;0.7563849;-0.344448962;0.382353037;1.843255633;-1.186221358;1.121900874;0.865294993;0.417530163;-5.560615707;3.674536647;0.555171574;-1.123467888;-0.028770529;0.077865731;-0.113637256;1.214608842;0.43704026;-0.67125062;-0.137074309;6.045346829;0.020270243;6.189737912;-0.817990394;-0.14939207;1
182;0.402482823;0.79755111;1.965405571;0.019232351;0.701921637;0.686406917;-0.597636082;-2.089397247;0.376592232;-0.852514636;0.082761415;-0.364467266;-0.516271856;-2.208736507;0.580722207;-1.346238465;-1.265620459;0.79656985;0.710509169;-0.228777324;-0.589667725;0.622102856;-4.402133601;2.989189277;0.937530066;2.150404761;-0.164751298;0.666418207;1.128312304;-1.32714621;2.986068799;2.190000691;1.725712303;-5.915339011;2.188601651;0.179715091;-2.718266937;0.722177935;0.818267891;1.227988816;0.727866711;0.960584872;-0.906831846;1.299556729;4.1051488;-0.158484342;4.059495653;-4.620139095;0.065791992;0
183;-4.38965934;-4.925537264;-0.022111907;0.247975227;-3.790884709;-0.958904879;0.58717874;0.941275281;0.278618011;0.258807761;1.573271773;-5.671524232;-0.237721751;-1.898812415;0.754653757;0.4572984;-0.303448254;0.517335406;0.589538631;-0.22887253;-0.17108565;-0.138226688;-0.578474014;0.652631383;0.496484532;-0.732903528;-0.15447755;0.67816103;1.604180107;-0.002205522;0.071994775;-0.624884962;-0.034321479;-1.276881838;1.474809704;-0.619470671;-3.5552822;-0.031122821;0.361243455;0.048005812;0.405676345;0.334349995;-1.015300255;0.408662947;-2.245187507;0.049669613;-1.76720295;-6.315945246;-0.027953563;0
184;-0.829664693;-1.503828778;-1.539701991;0.027751425;-2.491372362;-0.473554627;-0.61414893;1.258861136;-0.30613855;0.21475579;-0.127800207;-1.466628064;0.026816741;-0.725153235;-0.002776898;1.028046803;-0.176967046;-0.485364744;-0.085854588;0.157517942;0.613680771;3.041796854;-1.874808034;0.203819477;-0.533760725;-1.021813728;0.367905783;0.607113651;1.220125441;0.249435444;-0.166681605;-0.377306601;-0.098618339;0.480435818;0.50915846;0.128930934;-0.364875949;0.25927906;0.635668414;-0.480418374;0.072362146;0.421198241;-0.954526079;1.148380722;-4.732511111;-0.044210762;-3.619890923;-3.374409973;-0.02588889;0
185;0.487927522;0.971957994;0.005880268;-0.391340809;-0.147834883;-0.018913656;0.161752518;2.452694855;-0.290722764;0.687591851;1.726876157;1.470436941;0.220426061;-1.417185812;-1.698425627;1.510338961;-0.952239344;-0.903314705;-0.048035016;-1.078065677;-1.862962299;0.012572385;5.895298441;-0.358703025;-0.712484802;-0.581326417;-1.041423209;0.880963909;-0.958609874;0.729969098;-0.05651523;-0.248239666;-0.010432943;-4.690734682;-0.640105466;-0.72163695;1.311627575;-1.055079164;0.769951904;-1.573521149;-0.428608443;0.518169269;-0.311003466;1.031143281;-1.914016756;0.031906414;-1.318308209;-2.888293286;0.116119397;0
186;-2.41123539;-2.732327438;-3.004123689;0.355689287;-2.140888082;-1.033350557;0.17775823;-1.277501955;-1.166933322;-2.122110278;-2.750054441;-3.953140093;0.424745518;-3.034170711;-1.41295793;-2.081460765;0.026161728;-1.012100074;-0.645933399;-2.353614414;-2.36769716;-3.01354043;3.014761533;-2.592815282;-0.96640922;-3.683588691;-2.300249777;-1.94998467;0.026313225;-1.713336239;-3.528148999;-4.427465626;-3.040136217;-3.260769127;0.027750681;-3.001468118;-1.688176792;-1.347114039;0.024284346;-1.466101625;-0.205404827;0.086884156;0.302900627;-0.214495966;4.388314724;-0.100958906;2.933017688;-3.094717985;0.020880935;0
187;-2.744155309;-2.696242601;0.102909263;0.510991385;-2.72784905;-1.576324373;0.403008287;-3.251480621;-1.505395225;-2.84480835;-3.378871073;-4.337530567;1.709162427;-4.015917199;-0.62835395;-3.351906421;0.53655071;-0.900111895;-1.172193983;-1.70850044;-1.647337655;0.068280167;-0.004943236;-1.451260278;-0.710249034;-1.889149292;-1.534921565;-2.129026654;-0.994721107;-2.196098833;-1.605281812;-2.843003481;-1.848124891;-3.637389146;-1.285443136;-1.687512371;-4.079326524;-3.689857298;-0.508722355;-3.477016998;-1.025592978;-0.251626772;1.132421984;-0.675821188;7.535398254;0.069618284;5.96801788;-0.290062908;-0.015867493;0
188;-1.113835556;-0.858297178;-2.888367996;0.368667811;-1.806108261;-0.910762508;1.280019126;-3.884496137;0.640140063;-2.63438097;-5.477494071;-0.555517654;1.478212607;-4.115548683;-1.43863658;-3.369815826;1.638440694;-0.315315123;-1.886015304;-2.272748577;-2.69465506;-3.516842824;-2.681251021;-1.190435094;-0.483129179;-2.570626504;-2.294571857;-2.267398486;0.096351789;-2.931841065;-2.203936409;-3.165267102;-2.122489007;-5.632763597;0.088297618;-1.739209008;-2.71400918;-5.182026686;0.196473944;-5.455307329;-1.097602435;-0.157814987;0.154502569;-1.076055148;4.354781707;0.844067948;3.238617771;-5.561933998;0.905915822;0
189;-1.361626719;-1.344005218;-1.520603569;1.467298042;-0.899566329;-0.366006072;3.841568838;-4.446894171;-0.32911987;-3.253952625;-9.2275053;-0.843061976;0.973583382;0.470017176;-4.82640339;-3.668805327;3.093462459;-1.242463741;-2.232253257;-3.370474794;-4.206758755;-3.237498664;-0.03741714;-1.513159237;-1.062881331;-2.458524008;-3.278209363;-1.968773872;-1.732305383;-4.322228289;0.036978446;-2.350825024;-2.493604291;-5.2628398;-1.804767546;-3.264146182;-0.951572053;-2.623914905;0.90202153;-2.587986527;-0.01288727;0.478532931;1.475832735;-1.101427652;8.571570451;-0.970139543;8.744760352;-8.410766988;-0.78799573;0
190;-1.71312801;-1.185412025;-2.187630388;0.505865401;-2.650695342;0.546355544;5.000056879;-2.66122026;-1.487830003;-2.329242259;-5.832192142;-0.083910026;0.438929034;1.380943261;-2.094435069;-2.065330434;0.550944915;-1.641036163;-1.655030957;-0.048453039;0.826103514;-2.850889477;-2.84760143;-0.503225079;-1.774565634;1.91354808;0.11015138;1.463370802;-1.233624075;-2.746702276;-2.245948667;1.926285582;0.940027786;4.623871757;-1.416469209;1.446257182;-0.225474558;-2.207625191;1.321892021;-2.546135883;0.009330532;1.173526557;0.445792651;-0.214233902;5.323377362;-0.757666734;2.260963483;0.694757394;-0.912220381;0
191;0.899588648;1.280070868;-1.609386909;-0.668436627;-0.481496481;1.165520838;3.776642471;-0.776738335;-1.932075002;-0.530776058;2.959127612;2.161248648;-0.485202178;0.138857615;1.927366544;-0.675324002;-2.427739935;1.305864114;-0.811653988;1.388090687;3.338966677;-0.614786213;-3.004211353;-1.50121188;1.322679017;1.754131859;1.664910248;2.549866832;-0.28316561;0.170402263;0.108388528;2.541452616;0.936602423;6.976718873;-0.148412267;2.46762181;-1.877058932;-2.513457596;1.460669069;-3.051055713;0.361629936;1.12772835;-1.516464798;1.609328145;-8.707531777;-0.905719083;-7.748853224;9.138936759;-1.151196221;0
